Time,Time Code,Country Name,Country Code,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate) [SL.TLF.CACT.ZS]","Labor force participation rate, total (% of total population ages 15+) (national estimate) [SL.TLF.CACT.NE.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],"Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]","Employment to population ratio, 15+, total (%) (national estimate) [SL.EMP.TOTL.SP.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Children in employment, total (% of children ages 7-14) [SL.TLF.0714.ZS]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG]
2018,YR2018,Sri Lanka,LKA,51.72,51.72,25.49788,2.759691,27.93781,46.5643,49.486,49.49,4.32,4.32,..,2.310084255,1.539633137
2018,YR2018,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,2.052022866,2.103304216
2018,YR2018,St. Lucia,LCA,70.6,70.55,11.27782,5.069108,14.87824,73.84394,57.13,57.06,19.08,19.12,..,2.880376394,2.461077324
2018,YR2018,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,St. Vincent and the Grenadines,VCT,65.137,..,10.65967,5.051282,20.1282,69.21445,52.748,..,19.02,..,..,3.175375013,3.438015001
2018,YR2018,Sudan,SDN,48.479,..,41.0363,5.311079,14.55584,44.40784,39.96,..,17.572,..,..,-2.68093055,-5.737812284
2018,YR2018,Suriname,SUR,56.33,..,7.530275,3.833188,26.1263,66.34343,51.862,..,7.932,..,..,4.948270766,3.86010295
2018,YR2018,Sweden,SWE,64.45,72.97,1.733298,3.58552,18.17906,80.08766,60.351,68.33,6.36,6.36,..,1.950022846,0.772577449
2018,YR2018,Switzerland,CHE,68.48,68.48,3.030229,5.733798,20.46201,76.50776,65.255,65.26,4.71,4.71,..,2.860445795,2.10552472
2018,YR2018,Syrian Arab Republic,SYR,44.311,..,13.45844,2.316142,21.10162,65.43994,40.436,..,8.746,..,..,1.393176078,-0.442849729
2018,YR2018,Tajikistan,TJK,41.461,..,44.36609,3.495354,19.06796,36.56595,38.558,..,7.001,..,..,7.6,5.211722398
2018,YR2018,Tanzania,TZA,83.863,..,65.76806,2.932508,6.746752,27.48519,82.016,..,2.203,..,..,5.457582904,2.164184804
2018,YR2018,Thailand,THA,67.8,67.8,32.1983,2.683937,22.84867,44.95301,67.278,67.28,0.77,0.77,..,4.222870287,3.886439661
2018,YR2018,Timor-Leste,TLS,67.5,..,44.03532,1.018404,12.25031,43.71437,64.316,..,4.718,..,..,-0.690256533,-2.154901023
2018,YR2018,Togo,TGO,57.968,..,32.76906,1.504116,19.54488,47.68607,55.81,..,3.723,..,..,5.138472308,2.605170363
2018,YR2018,Tonga,TON,53.77,53.77,31.09324,1.074905,26.10241,42.80434,52.56,52.56,2.25,2.25,..,0.24122796,0.493856828
2018,YR2018,Trinidad and Tobago,TTO,59.114,..,3.155279,5.315201,26.52648,70.31824,57.102,..,3.405,..,..,-0.870967879,-2.590546878
2018,YR2018,Tunisia,TUN,46.893,..,14.512,5.986508,33.31933,52.16867,39.643,..,15.46,15.46,..,2.624828318,1.579078633
2018,YR2018,Turkiye,TUR,53.16,53.16,18.43071,4.455801,26.66437,54.90492,47.371,47.37,10.89,10.89,..,2.979885258,2.085157754
2018,YR2018,Turkmenistan,TKM,46.931,..,24.2,3.378576,32.78729,43.01272,44.962,..,4.196,..,..,6.199999941,4.507069544
2018,YR2018,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,5.610956374,1.428470263
2018,YR2018,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,1.387250737,1.041983523
2018,YR2018,Uganda,UGA,70.134,..,64.28019,4.026551,8.852355,26.86745,67.629,..,3.571,..,..,6.303923781,2.749030459
2018,YR2018,Ukraine,UKR,56.313,62.58,15.20915,0.8817092,24.08896,60.70185,51.358,57.08,8.8,8.8,..,3.48836234,4.016381776
2018,YR2018,United Arab Emirates,ARE,81.987,81.01,1.464063,3.020851,34.59663,63.93931,80.15,79.2,2.24,2.24,..,1.313913882,0.517239889
2018,YR2018,United Kingdom,GBR,63.08,63.08,1.070025,2.056537,18.12584,80.80412,60.557,60.56,4,4,..,1.705021022,1.090623956
2018,YR2018,United States,USA,62.373,62.87,1.708719,2.181309,19.56929,78.72198,59.94,60.42,3.9,3.9,..,2.945384831,2.404867872
2018,YR2018,Uruguay,URY,63.68,63.68,8.358704,3.745732,19.19916,72.44214,58.369,58.37,8.34,8.34,..,0.156000001,0.014491566
2018,YR2018,Uzbekistan,UZB,56.595,74.32,25.1091,11.89546,24.10358,50.78727,53.281,67.37,5.856,9.35,..,5.879742873,4.056506686
2018,YR2018,Vanuatu,VUT,69.243,..,51.04994,0.5582688,7.732722,41.21734,68.008,..,1.784,..,..,2.900230273,0.456982334
2018,YR2018,"Venezuela, RB",VEN,59.089,..,9.554468,2.67164,18.92631,71.51923,56.123,..,5.02,..,..,..,..
2018,YR2018,Viet Nam,VNM,75.61,75.61,37.72411,2.141411,26.70471,35.57116,74.733,74.74,1.16,1.16,..,7.464991257,6.467176044
2018,YR2018,Virgin Islands (U.S.),VIR,55.066,..,1.890804,3.04503,17.31592,80.79327,48.323,..,12.245,..,..,1.904761905,2.171426079
2018,YR2018,West Bank and Gaza,PSE,43.45,43.45,6.320938,7.079775,31.31399,62.36507,32.04,32.04,26.26,26.26,..,1.227077378,-1.304814192
2018,YR2018,"Yemen, Rep.",YEM,37.837,..,30.39078,6.625987,10.98068,58.62854,32.89,..,13.076,..,..,0.752447588,-1.721734758
2018,YR2018,Zambia,ZMB,58.48,58.48,59.77799,0.285663,9.944714,30.27729,55.538,55.54,5.03,5.03,..,4.034493897,0.89734746
2018,YR2018,Zimbabwe,ZWE,65.866,..,63.33371,0.5614898,10.22675,26.43953,61.397,..,6.784,..,..,5.009866783,2.909395136
2018,YR2018,Africa Eastern and Southern,AFE,70.00844106,..,56.49750853,2.436642683,10.77592294,32.72656904,65.16861,..,6.913046122,..,..,2.513983566,-0.169822405
2018,YR2018,Africa Western and Central,AFW,61.6026918,..,44.54413164,2.128934896,12.37757876,43.07828766,59.014525,..,4.201598674,..,..,2.813142214,0.14016228
2018,YR2018,Arab World,ARB,46.63003093,..,18.13387646,5.294678369,25.04677158,56.8193443,41.6950937,..,10.58333986,..,..,2.447794694,0.344381769
2018,YR2018,Caribbean small states,CSS,62.74991995,..,11.20613258,4.07774133,19.69792266,69.09597689,58.27183581,..,7.136060129,..,..,1.275835929,0.30057544
2018,YR2018,Central Europe and the Baltics,CEB,57.10275504,56.84399578,9.692591724,3.324851037,31.84016502,58.46723783,54.63814472,54.38976738,4.316469158,4.317413813,..,4.939312739,5.145660686
2018,YR2018,Early-demographic dividend,EAR,53.71579501,52.83862317,34.97659823,3.168560011,22.71622263,42.30718599,50.14866867,49.16760203,6.640975439,6.926645059,..,3.820511586,2.504158315
2018,YR2018,East Asia & Pacific,EAS,67.00319072,..,25.36973185,3.825116316,25.69976283,48.93050571,64.48918613,66.18308346,3.751713803,4.186282612,..,4.75995563,4.122260623
2018,YR2018,East Asia & Pacific (excluding high income),EAP,67.59669571,..,27.96675195,3.857622577,25.83321739,46.20003121,65.02083797,66.95911027,3.810235058,4.298928502,..,6.525437059,5.83347317
2018,YR2018,East Asia & Pacific (IDA & IBRD countries),TEA,67.50488946,..,27.72462221,3.888437076,26.00663759,46.26874075,64.92304393,66.95911027,3.824279814,4.298928502,..,6.525444959,5.831170408
2018,YR2018,Euro area,EMU,57.14160821,57.19437621,3.018295377,4.63574319,23.53680542,73.44489507,52.48071061,52.52545968,8.156872801,8.1564335,..,1.783348682,1.539627865
2018,YR2018,Europe & Central Asia,ECS,58.40005139,59.75298,8.162176291,3.656235574,24.54410134,67.29371326,54.38853763,55.55507706,6.869321285,6.982833536,..,2.174963089,1.849445357
2018,YR2018,Europe & Central Asia (excluding high income),ECA,58.59481978,61.68980102,14.07816504,3.153988142,25.49386845,60.42795288,54.4768945,57.13361554,7.028235513,7.308243158,..,3.163410295,2.750244845
2018,YR2018,Europe & Central Asia (IDA & IBRD countries),TEC,58.22992097,60.79415455,13.97331677,3.155394064,26.27111812,59.75555211,54.36105887,56.55981571,6.644558716,6.877226082,..,3.678386462,3.352929462
2018,YR2018,European Union,EUU,57.24921763,57.41749398,4.497535809,4.32367598,25.04547553,70.45698528,53.0965749,53.2490244,7.253803188,7.253717032,..,2.065957679,1.88650516
2018,YR2018,Fragile and conflict affected situations,FCS,60.93930179,..,46.77347535,2.064983346,12.96863523,40.25788984,57.33189349,..,5.919757766,..,..,2.613980787,0.390893584
2018,YR2018,Heavily indebted poor countries (HIPC),HPC,67.94060957,..,57.48867752,2.333156381,10.99229988,31.51902287,64.80221256,..,4.61918565,..,..,3.88565618,0.972606396
2018,YR2018,High income,HIC,60.75988739,60.93407519,3.237205126,3.31524108,22.98847498,73.77431361,57.67216491,57.82913365,5.081764428,5.106917299,..,2.360293352,1.864389769
2018,YR2018,IBRD only,IBD,59.22959024,..,27.25903655,3.569836382,25.25275768,47.48820826,55.5681025,56.97902348,6.181857001,6.281750002,..,4.942815305,4.047234366
2018,YR2018,IDA & IBRD total,IBT,59.67323149,..,31.88950965,3.370001028,22.93242743,45.17806468,56.18641109,56.72368933,5.843179529,6.11571862,..,4.887705414,3.630381967
2018,YR2018,IDA blend,IDB,57.30618293,..,36.53051756,2.448094486,18.07798781,45.39148377,54.57833841,..,4.760595183,..,..,3.761697782,1.688778605
2018,YR2018,IDA only,IDX,63.2113292,..,52.68256602,2.79342828,13.6371815,33.68025632,60.28720795,..,4.625658665,..,..,4.603122398,2.223667124
2018,YR2018,IDA total,IDA,61.26662011,..,47.7119985,2.687156624,15.00377768,37.28422315,58.40713759,..,4.667223977,..,..,4.215279336,1.940539601
2018,YR2018,Late-demographic dividend,LTE,66.36142066,..,23.1384174,3.82834237,26.32498073,50.53659983,63.00782029,65.24816786,5.053262132,5.430854423,..,5.42333202,4.856552631
2018,YR2018,Latin America & Caribbean,LCN,63.51934028,63.67613257,14.46489828,4.422916811,20.81929075,64.71581727,58.47707199,58.50813697,7.938163723,7.95221182,..,1.624768843,0.698328042
2018,YR2018,Latin America & Caribbean (excluding high income),LAC,64.01585233,63.82171813,15.00242382,4.525881026,20.90549069,64.09209166,58.82523076,58.61500863,8.108298861,7.979735466,..,1.626829439,0.527179379
2018,YR2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,63.79519395,63.67854246,14.46474332,4.411472407,20.9289132,64.60634954,58.66449227,58.51130537,8.042457289,8.064508504,..,1.733669098,0.760847779
2018,YR2018,Least developed countries: UN classification,LDC,64.25077149,..,55.29938043,2.691760235,12.72078724,31.97983841,61.17201753,..,4.791442589,..,..,4.375865251,1.90744784
2018,YR2018,Low & middle income,LMY,59.76273025,..,32.34109775,3.367106367,22.80689538,44.85200872,56.27149939,56.75550372,5.841800652,6.133961743,..,4.879841587,3.596341289
2018,YR2018,Low income,LIC,65.91794291,..,59.24661716,2.007905196,10.45113939,30.30224521,62.55115823,..,5.107377096,..,..,3.002929698,0.240530469
2018,YR2018,Lower middle income,LMC,52.82096266,50.88478801,39.01881697,2.861164374,22.11282665,38.8683581,49.53374884,47.5336992,6.223680579,6.605618611,..,4.754487568,3.270089354
2018,YR2018,Middle East & North Africa,MEA,46.68353235,..,15.39882761,5.038036163,27.11813164,57.48303982,42.01576415,..,9.999063871,..,..,2.105866365,0.308208016
2018,YR2018,Middle East & North Africa (excluding high income),MNA,43.22863822,..,19.40995393,6.076924567,26.23983861,54.35020876,38.16636011,..,11.71082566,..,..,1.680642931,-0.04678993
2018,YR2018,Middle East & North Africa (IDA & IBRD countries),TMN,43.22638624,..,19.52155571,6.068373894,26.19657452,54.28187109,38.22868532,..,11.56204705,..,..,1.685163324,-0.032880658
2018,YR2018,Middle income,MIC,59.24127594,..,29.78317835,3.496326212,23.98156246,46.23526105,55.73950231,56.78735928,5.911031402,6.161013812,..,4.909223951,3.792622986
2018,YR2018,North America,NAC,62.69197281,63.17773472,1.684830181,2.444387236,19.56950739,78.745651,60.11403291,60.58174453,4.111494166,4.112589991,..,2.930989761,2.298652597
2018,YR2018,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,OECD members,OED,60.52006342,60.53956125,5.01130883,3.627647422,22.70866916,72.28001669,57.21307,57.22876199,5.464238452,5.473601238,..,2.358173225,1.784910552
2018,YR2018,Other small states,OSS,62.22488583,..,19.5196808,2.682747857,25.19779005,55.28250647,56.52263996,..,9.164065805,..,..,2.210753164,0.412249713
2018,YR2018,Pacific island small states,PSS,65.81983087,..,35.58551818,1.160976017,12.53153933,51.88293845,63.84172499,..,3.005583728,..,..,2.829187508,1.765636181
2018,YR2018,Post-demographic dividend,PST,60.54405789,61.12918806,3.246385161,3.304900294,21.99074635,74.76286072,57.3410691,57.86539559,5.290255852,5.300750966,..,2.259667856,1.899293699
2018,YR2018,Pre-demographic dividend,PRE,63.90985882,..,51.47312865,2.356023355,11.16128553,37.36558378,60.51930943,..,5.305211509,..,..,2.46462964,-0.338176857
2018,YR2018,Small states,SST,62.50158804,..,18.80434079,2.867451455,23.44137743,57.75427068,57.21455924,..,8.459081881,..,..,2.076915387,0.470605219
2018,YR2018,South Asia,SAS,48.84594151,48.03343017,42.23228458,2.257127926,24.30413655,33.46358725,45.45102579,44.59925749,6.950700159,7.146758414,..,6.334238373,5.086180398
2018,YR2018,South Asia (IDA & IBRD),TSA,48.84594151,48.03343017,42.23228458,2.257127926,24.30413655,33.46358725,45.45102579,44.59925749,6.950700159,7.146758414,..,6.334238373,5.086180398
2018,YR2018,Sub-Saharan Africa,SSF,66.66101731,..,52.01839043,2.321339741,11.37608854,36.60552062,62.71786711,..,5.915200842,..,..,2.647860495,-0.03190222
2018,YR2018,Sub-Saharan Africa (excluding high income),SSA,66.66101731,..,52.01839043,2.321339741,11.37608854,36.60552062,62.71786711,..,5.915200842,..,..,2.646952815,-0.032937227
2018,YR2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,66.66101731,..,52.01839043,2.321339741,11.37608854,36.60552062,62.71786711,..,5.915200842,..,..,2.647860495,-0.03190222
2018,YR2018,Upper middle income,UMC,65.48814048,..,22.57802981,3.991845318,25.43944963,51.98252253,61.7776035,63.75226375,5.665669682,5.903308287,..,4.952909683,4.246125579
2019,YR2019,World,WLD,60.21635465,..,26.38817179,3.315456676,22.79586305,50.81596487,56.87826777,57.34603628,5.543160758,5.893627591,..,2.594550083,1.522508894
2019,YR2019,Afghanistan,AFG,47.487,..,44.51263,2.019602,18.33941,37.14797,42.223,..,11.085,..,..,3.911603419,0.932833389
2019,YR2019,Albania,ALB,60.31,60.31,36.41685,3.068987,20.15067,43.43248,53.392,53.39,11.47,11.47,..,2.087711996,2.523540843
2019,YR2019,Algeria,DZA,41.75,..,9.940742,4.649775,30.46512,59.59416,37.369,..,10.495,..,..,1,-0.840856658
2019,YR2019,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,-0.487804878,1.831713966
2019,YR2019,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,2.015547638,0.23829657
2019,YR2019,Angola,AGO,77.193,75.02,59.3349,4.744482,7.430243,33.23489,69.874,62.64,9.481,16.5,..,-0.702272958,-4.017114161
2019,YR2019,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,4.344059831,3.787887426
2019,YR2019,Argentina,ARG,60.29,60.29,7.740676,3.792175,20.15901,72.10028,54.357,54.35,9.84,9.84,..,-2.000861003,-2.969562499
2019,YR2019,Armenia,ARM,62.779,70.9,29.90575,1.559922,17.0539,53.04035,55.12,62.25,12.2,12.2,..,7.599999999,8.2086495
2019,YR2019,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,0.635029788,0.181216309
2019,YR2019,Australia,AUS,65.95,65.95,2.558299,5.968357,19.05847,78.38329,62.547,62.55,5.16,5.16,..,2.171396224,0.665151145
2019,YR2019,Austria,AUT,61.36,61.31,3.656134,4.794458,25.35589,70.98798,58.605,58.51,4.49,4.56,..,1.517388583,1.066969706
2019,YR2019,Azerbaijan,AZE,65.525,66.5,34.66605,12.34073,14.90599,50.42796,62.347,62.45,4.85,5,..,2.500000067,1.635850481
2019,YR2019,"Bahamas, The",BHS,73.424,..,3.291617,2.841086,11.58016,85.12869,66.045,..,10.051,..,..,-0.743977998,-1.394387494
2019,YR2019,Bahrain,BHR,72.413,..,0.9920013,1.601969,35.09085,63.91727,71.558,..,1.181,..,..,2.166964669,1.698724144
2019,YR2019,Bangladesh,BGD,58.587,..,38.32538,5.239479,20.94673,40.72791,56.019,..,4.382,..,..,7.881906729,6.687654398
2019,YR2019,Barbados,BRB,62.3,62.3,2.829336,0.5253289,16.91681,80.25386,57.061,57.05,8.41,8.41,..,-0.131147253,-0.306518356
2019,YR2019,Belarus,BLR,63.438,70.67,8.381658,0.8789969,32.05411,59.56423,60.799,67.72,4.16,4.16,..,1.446206671,1.651118196
2019,YR2019,Belgium,BEL,54.39,54.39,0.9195728,3.634719,20.83656,78.24387,51.475,51.47,5.36,5.36,..,2.261568321,1.710374927
2019,YR2019,Belize,BLZ,64.71,69.73,16.8605,5.257854,15.70493,67.43519,58.854,63.41,9.05,9.05,..,4.502046385,2.614217232
2019,YR2019,Benin,BEN,62.677,..,29.4476,1.436005,21.5764,48.97603,61.758,..,1.466,..,..,6.865687336,3.824507565
2019,YR2019,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,0.306266735,0.317253011
2019,YR2019,Bhutan,BTN,63.253,66.36,56.13877,0.1018279,9.793658,34.06758,61.532,64.56,2.72,2.72,..,5.755169993,5.016153346
2019,YR2019,Bolivia,BOL,70.68,74.16,28.36029,3.724381,20.14685,51.49286,68.079,71.43,3.68,3.68,..,2.21670564,0.737697155
2019,YR2019,Bosnia and Herzegovina,BIH,47.035,41.8,17.96246,5.823492,31.71181,50.32574,39.655,35.24,15.69,15.69,..,2.887343344,4.09411575
2019,YR2019,Botswana,BWA,63.9,63.9,18.99099,2.369579,15.65581,65.3532,51.062,51.06,20.09,20.09,..,3.032556556,1.042018782
2019,YR2019,Brazil,BRA,64.32,64.67,8.960098,4.749191,20.30546,70.73445,56.569,56.95,12.05,11.94,..,1.220777824,0.448280407
2019,YR2019,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Brunei Darussalam,BRN,64.41,64.18,1.953577,2.71396,20.76305,77.28337,59.953,59.95,6.92,6.6,..,3.869109865,2.974226152
2019,YR2019,Bulgaria,BGR,56.58,56.58,6.621537,3.547649,30.02168,63.35678,54.187,54.19,4.23,4.23,..,4.038142206,4.773056073
2019,YR2019,Burkina Faso,BFA,65.377,..,74.37678,0.6094077,6.597541,19.02568,62.309,..,4.693,..,..,5.688115149,2.868728152
2019,YR2019,Burundi,BDI,79.451,..,86.0615,1.25217,3.452964,10.48554,78.759,..,0.871,..,..,1.812565324,-1.457193033
2019,YR2019,Cabo Verde,CPV,57.43,57.43,10.60462,4.331407,21.79634,67.59904,50.419,50.95,12.207,11.29,..,7.636081689,6.548957824
2019,YR2019,Cambodia,KHM,76.04,76.04,39.8681,0.120606,24.47314,35.65876,75.929,75.66,0.146,0.5,..,7.054106932,5.848619695
2019,YR2019,Cameroon,CMR,71.861,..,43.7701,3.079614,14.81913,41.41081,69.253,..,3.629,..,..,3.475059979,0.643223201
2019,YR2019,Canada,CAN,65.71,66.05,1.510478,4.39306,19.25113,79.23838,61.991,62.29,5.66,5.69,..,1.888223585,0.435426336
2019,YR2019,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,3.915636377,1.951524945
2019,YR2019,Central African Republic,CAF,70.492,..,69.1151,0.8665184,6.401332,24.48357,66.435,..,5.755,..,..,3.1,0.833009811
2019,YR2019,Chad,TCD,59.884,..,69.74416,1.220916,9.091633,21.16421,59.213,..,1.12,..,..,3.247181917,-0.098958561
2019,YR2019,Channel Islands,CHI,58.872,..,2.399841,4.544436,25.62736,71.97156,54.882,..,6.777,..,..,1.32511666,0.038590918
2019,YR2019,Chile,CHL,59.62,59.62,9.069173,4.181917,22.22464,68.70618,55.286,55.29,7.27,7.27,..,0.743130031,-1.045505741
2019,YR2019,China,CHN,67.38,..,25.30706,4.184549,27.42448,47.26846,64.307,67.35,4.56,5.15,..,5.950500754,5.575316863
2019,YR2019,Colombia,COL,67.48,64.32,15.76901,3.648544,20.12389,64.10709,60.759,57.71,9.96,10.28,..,3.186855392,1.314952378
2019,YR2019,Comoros,COM,44.096,..,35.60773,0.9389194,19.38212,45.01015,40.54,..,8.063,..,..,1.760780239,-0.126909212
2019,YR2019,"Congo, Dem. Rep.",COD,65.934,..,56.26814,2.248657,9.657775,34.07409,63.009,..,4.436,..,..,4.384528881,1.11096628
2019,YR2019,"Congo, Rep.",COG,67.826,..,36.30391,1.020886,20.99027,42.70581,53.845,..,20.612,..,..,-0.086885958,-2.412582309
2019,YR2019,Costa Rica,CRI,64.26,64.26,17.37481,3.355382,17.63289,64.99229,57.313,57.32,10.81,10.81,..,2.417511818,1.535290566
2019,YR2019,Cote d'Ivoire,CIV,64.68,64.68,45.94494,1.648709,10.44557,43.60949,63.128,63.13,2.4,2.4,..,6.518286735,3.855841941
2019,YR2019,Croatia,HRV,51.1,51.1,6.194014,4.920088,27.66621,66.13984,47.717,47.72,6.62,6.62,..,3.42100553,3.995700516
2019,YR2019,Cuba,CUB,56.233,..,17.46173,5.332092,16.952,65.58624,55.558,..,1.2,..,..,-0.164839982,-0.062973104
2019,YR2019,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,-3.371799181,-2.20875753
2019,YR2019,Cyprus,CYP,62.96,63.02,2.410654,1.940614,18.43476,79.15459,58.509,58.51,7.07,7.15,..,5.529428549,4.107459811
2019,YR2019,Czechia,CZE,60.38,60.38,2.66376,3.028315,37.24993,60.08629,59.166,59.16,2.01,2.02,..,3.029878663,2.624956267
2019,YR2019,Denmark,DNK,62.37,62.37,2.222975,3.400074,18.54599,79.23107,59.239,59.25,5.02,5.02,..,1.493486959,1.130657494
2019,YR2019,Djibouti,DJI,32.035,..,1.203609,4.256216,5.8795,92.91631,23.605,..,26.315,..,..,5.5451306,3.894529187
2019,YR2019,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,5.502483437,4.608870253
2019,YR2019,Dominican Republic,DOM,64.89,64.89,8.786791,3.203587,18.77076,72.44247,60.88,60.88,6.18,6.18,..,5.05216802,3.928931727
2019,YR2019,Ecuador,ECU,66.18,66.18,29.74193,2.829468,17.21408,53.04398,63.659,63.66,3.81,3.81,..,0.012105103,-1.879688207
2019,YR2019,"Egypt, Arab Rep.",EGY,42.2,42.2,21.1478,9.393092,28.60928,50.24291,38.887,38.89,7.851,7.85,..,5.552093072,3.675370831
2019,YR2019,El Salvador,SLV,59.771,60.75,16.29396,4.525033,22.50861,61.19739,57.279,58.21,4.17,4.17,..,2.455645599,2.392428735
2019,YR2019,Equatorial Guinea,GNQ,55.65,..,55.74711,9.003539,13.55154,30.70115,51.044,..,8.277,..,..,-5.481825379,-8.582057
2019,YR2019,Eritrea,ERI,77.989,..,62.18325,1.310892,8.404799,29.41195,73.541,..,5.704,..,..,..,..
2019,YR2019,Estonia,EST,63.158,63.57,3.167165,4.545903,28.70275,68.13008,60.309,60.74,4.51,4.45,..,3.739706682,3.354972439
2019,YR2019,Eswatini,SWZ,50.858,..,12.40624,2.112812,24.04063,63.55314,39.271,..,22.782,..,..,2.692168293,1.885724139
2019,YR2019,Ethiopia,ETH,80.567,..,63.89353,0.4755648,9.800986,26.30548,77.974,..,3.219,..,..,8.364085699,5.523810568
2019,YR2019,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,4.952850177,3.478502366
2019,YR2019,Fiji,FJI,57.437,..,29.38256,1.225492,14.10426,56.51318,54.886,..,4.442,..,..,-0.581946709,-0.524469303
2019,YR2019,Finland,FIN,59.395,59.42,3.778296,3.780976,21.64023,74.58147,55.421,55.45,6.69,6.69,..,1.224748922,1.113269092
2019,YR2019,France,FRA,55.27,55.27,2.515296,4.252524,20.392,77.0927,50.622,50.62,8.41,8.41,..,1.842971814,1.495898988
2019,YR2019,French Polynesia,PYF,56.32,..,2.147984,3.401627,14.86102,82.991,49.485,..,12.135,..,..,2.690422798,1.967142229
2019,YR2019,Gabon,GAB,48.652,..,29.99991,2.589606,15.26241,54.7375,38.584,..,20.695,..,..,3.920808795,1.56821092
2019,YR2019,"Gambia, The",GMB,60.85,..,48.70561,1.710504,7.014725,44.27979,58.307,..,4.18,..,..,6.22205316,3.513793718
2019,YR2019,Georgia,GEO,62.93,62.93,38.1471,1.999299,14.26045,47.59245,55.649,55.65,11.57,11.57,..,4.982350475,5.162618817
2019,YR2019,Germany,DEU,61.92,61.92,1.204102,4.260831,27.18228,71.61365,59.976,59.97,3.14,3.14,..,1.056603898,0.828957962
2019,YR2019,Ghana,GHA,69.033,..,40.21559,5.606984,18.3831,41.40126,66.643,..,3.463,..,..,6.507774794,4.30597775
2019,YR2019,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Greece,GRC,51.518,51.42,11.59859,7.397324,15.33835,73.06309,42.6,42.66,17.31,17.04,..,1.884341785,1.991722679
2019,YR2019,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,2.832177568,2.462731594
2019,YR2019,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,0.676511739,-0.050317483
2019,YR2019,Guam,GUM,62.61,..,0.237952,3.33543,14.14857,85.61348,59.181,..,5.477,..,..,2.595281307,2.628136328
2019,YR2019,Guatemala,GTM,59.17,59.17,31.08465,2.79701,19.05484,49.8605,57.874,57.87,2.19,2.19,..,4.017897934,2.407414722
2019,YR2019,Guinea,GIN,52.88,52.88,59.59873,1.543808,6.720928,33.68034,50.225,50.23,5.02,5.02,..,5.616914469,2.970450896
2019,YR2019,Guinea-Bissau,GNB,55.957,..,51.02494,1.086239,10.14745,38.82777,54.18,..,3.175,..,..,4.499999992,2.086875016
2019,YR2019,Guyana,GUY,50.08,50.08,15.29822,5.814713,24.42618,60.2756,43.309,43.31,13.52,13.52,..,5.352627426,3.606451281
2019,YR2019,Haiti,HTI,65.874,..,46.44384,0.7154956,11.83702,41.71913,56.796,..,13.781,..,..,-1.723096995,-3.026509312
2019,YR2019,Honduras,HND,64.59,64.59,31.13848,10.16824,20.88613,47.97541,61.005,61.01,5.55,5.55,..,2.653066255,0.942197107
2019,YR2019,"Hong Kong SAR, China",HKG,60.56,60.67,0.1917856,2.633241,13.69352,86.11466,58.792,58.9,2.92,2.92,..,-1.672431653,-2.396670725
2019,YR2019,Hungary,HUN,56.872,57.1,4.722263,4.484782,32.08878,63.18898,54.927,55.15,3.42,3.42,..,4.864225735,4.911693525
2019,YR2019,Iceland,ISL,75.529,81.24,4.036541,3.494242,17.47308,78.49037,72.878,78.39,3.51,3.51,..,1.805161042,-0.409031964
2019,YR2019,India,IND,49.35,49.35,41.38738,2.293711,25.36919,33.24341,46.137,46.14,6.51,6.51,..,3.871436941,2.811873102
